Geneid	/mnt/efs/clusterfcs/data/tfm-esther/procesado-2/duplicates/PP074_sorted_q10_mrkDup.bam
DDX11L1	10
WASH7P	2
MIR6859-1	0
MIR1302-2HG	0
MIR1302-2	0
FAM138A	0
OR4G4P	0
OR4G11P	0
OR4F5	0
ENSG00000238009	0
ENSG00000239945	0
CICP27	0
ENSG00000268903	0
ENSG00000269981	0
ENSG00000239906	0
ENSG00000241860	7
RNU6-1100P	0
ENSG00000241599	0
DDX11L17	5
WASH9P	2
MIR6859-2	0
ENSG00000228463	3
ENSG00000286448	0
RPL23AP24	0
ENSG00000236601	0
ENSG00000237094	17
WBP1LP7	0
OR4F29	0
CICP7	2
ENSG00000250575	0
U6	0
ENSG00000230021	2
ENSG00000235146	0
MTND1P23	62
MTND2P28	3698
MTCO1P12	470
ENSG00000278791	0
MTCO2P12	44
MTATP8P1	6
MTATP6P1	22541
MTCO3P12	39
WBP1LP6	0
OR4F16	0
CICP3	0
ENSG00000228327	11
RNU6-1199P	0
ENSG00000229905	0
LINC01409	0
ENSG00000285268	0
ENSG00000230092	137
FAM87B	0
LINC01128	9
LINC00115	0
ENSG00000288531	0
FAM41C	0
TUBB8P11	0
ENSG00000283040	0
ENSG00000272438	0
ENSG00000230699	0
ENSG00000241180	0
LINC02593	0
SAMD11	1
NOC2L	30
KLHL17	0
PLEKHN1	0
PERM1	0
ENSG00000272512	0
HES4	31
ISG15	33
ENSG00000231702	0
ENSG00000224969	0
AGRN	1
ENSG00000242590	0
ENSG00000217801	0
ENSG00000273443	0
RNF223	0
C1orf159	0
ENSG00000285812	0
LINC01342	0
MIR200B	0
MIR200A	0
MIR429	0
ENSG00000272141	0
TTLL10-AS1	0
TTLL10	4
TNFRSF18	0
TNFRSF4	0
SDF4	43
B3GALT6	15
C1QTNF12	0
ENSG00000260179	0
UBE2J2	11
LINC01786	2
SCNN1D	0
ACAP3	11
MIR6726	0
PUSL1	3
INTS11	14
MIR6727	0
ENSG00000240731	0
CPTP	13
TAS1R3	0
DVL1	6
MIR6808	0
MXRA8	0
AURKAIP1	41
NDUFB4P8	0
CCNL2	13
MRPL20-AS1	4
MRPL20	34
RN7SL657P	0
MRPL20-DT	0
ANKRD65	0
ANKRD65-AS1	0
TMEM88B	0
LINC01770	0
VWA1	1
ATAD3C	2
ATAD3B	11
ENSG00000284740	0
ATAD3A	12
TMEM240	0
SSU72	164
ENSG00000215014	0
ENSG00000274481	0
FNDC10	7
ENSG00000286989	3
ENSG00000272106	0
MIB2	4
MMP23B	0
CDK11B	83
ENSG00000272004	0
SLC35E2B	16
ENSG00000269737	0
MMP23A	0
CDK11A	2
ENSG00000268575	4
ENSG00000227775	7
SLC35E2A	0
NADK	40
GNB1	1299
GNB1-DT	0
CALML6	0
TMEM52	2
CFAP74	7
ENSG00000233542	0
GABRD	1
PRKCZ-DT	0
PRKCZ	13
ENSG00000271806	0
PRKCZ-AS1	0
FAAP20	5
ENSG00000234396	0
SKI	79
ENSG00000287356	0
MORN1	1
ENSG00000272161	0
ENSG00000269896	0
ENSG00000272420	0
RER1	27
PEX10	1
PLCH2	5
ENSG00000224387	0
ENSG00000229393	0
PANK4	10
HES5	2
ENSG00000272449	7
TNFRSF14-AS1	3
TNFRSF14	48
ENSG00000225931	7
ENSG00000228037	0
ENSG00000289610	0
PRXL2B	18
MMEL1	0
MMEL1-AS1	0
TTC34	1
ENSG00000285945	0
ENSG00000283259	0
ENSG00000233234	0
ENSG00000287396	0
ENSG00000231630	0
ENSG00000284745	0
ACTRT2	0
PRDM16-DT	0
PRDM16	2
MIR4251	0
ENSG00000226286	0
ENSG00000279839	0
ENSG00000272235	0
ENSG00000287828	1
ENSG00000286518	1
ARHGEF16	0
ENSG00000272088	0
MEGF6	1
MIR551A	0
ENSG00000238260	0
TPRG1L	71
WRAP73	18
TP73	0
TP73-AS3	0
TP73-AS2	0
TP73-AS1	1
ENSG00000276189	0
CCDC27	1
SMIM1	3
LRRC47	37
RN7SL574P	0
ENSG00000272153	0
CEP104	55
DFFB	0
C1orf174	53
LINC01134	0
LINC01346	2
LINC01345	0
LINC02780	2
ENSG00000284703	0
EEF1DP6	0
LINC01777	0
ENSG00000284694	0
ENSG00000227169	0
LINC01646	0
AJAP1	0
ENSG00000287586	0
ENSG00000284739	0
LINC02781	0
LINC02782	0
ENSG00000284616	0
ENSG00000284692	0
ENSG00000284666	0
ENSG00000260972	0
ENSG00000283356	0
ENSG00000236948	0
ENSG00000264341	0
MIR4689	0
NPHP4	6
KCNAB2	54
CHD5	1
ENSG00000285629	0
RPL22	525
RNF207-AS1	0
RNF207	0
ICMT	37
ICMT-DT	0
HES3	0
GPR153	1
ACOT7	73
ENSG00000271746	0
HES2	0
ESPN	1
MIR4252	0
ENSG00000231868	0
TNFRSF25	0
PLEKHG5	2
NOL9	71
RNU6-731P	0
ENSG00000229519	0
TAS1R1	0
ZBTB48	4
KLHL21	20
PHF13	10
THAP3	5
DNAJC11	10
LINC01672	0
ENSG00000284744	0
CAMTA1-DT	0
CAMTA1	682
ENSG00000227950	0
ENSG00000237365	0
RNU1-8P	0
CAMTA1-IT1	0
CAMTA1-AS2	0
CAMTA1-AS1	1
ENSG00000270171	0
ENSG00000270035	0
ENSG00000269978	0
VAMP3	566
ENSG00000269925	0
PER3	34
ENSG00000236266	0
UTS2	0
TNFRSF9	0
ENSG00000270330	0
PARK7	432
Y_RNA	3074
ENSG00000284747	0
ENSG00000284716	0
ERRFI1	2
