Geneid	/mnt/efs/clusterfcs/data/tfm-esther/results/procesado-1/duplicates/PP008_sorted_q10_mrkDup.bam
DDX11L1	5
WASH7P	0
MIR6859-1	0
MIR1302-2HG	0
MIR1302-2	0
FAM138A	0
OR4G4P	0
OR4G11P	0
OR4F5	0
ENSG00000238009	8
ENSG00000239945	0
CICP27	2
ENSG00000268903	25
ENSG00000269981	4
ENSG00000239906	0
ENSG00000241860	10
RNU6-1100P	0
ENSG00000241599	0
DDX11L17	4
WASH9P	3
MIR6859-2	0
ENSG00000228463	10
ENSG00000286448	0
RPL23AP24	0
ENSG00000236601	0
ENSG00000237094	26
WBP1LP7	0
OR4F29	0
CICP7	0
ENSG00000250575	0
U6	17
ENSG00000230021	0
ENSG00000235146	0
MTND1P23	39
MTND2P28	6172
MTCO1P12	222
ENSG00000278791	0
MTCO2P12	12
MTATP8P1	2
MTATP6P1	5604
MTCO3P12	12
WBP1LP6	0
OR4F16	0
CICP3	0
ENSG00000228327	16
RNU6-1199P	0
ENSG00000229905	0
LINC01409	5
ENSG00000285268	0
ENSG00000230092	13
FAM87B	4
LINC01128	45
LINC00115	2
ENSG00000288531	12
FAM41C	0
TUBB8P11	0
ENSG00000283040	0
ENSG00000272438	1
ENSG00000230699	20
ENSG00000241180	0
LINC02593	4
SAMD11	22
NOC2L	64
KLHL17	5
PLEKHN1	13
PERM1	3
ENSG00000272512	2
HES4	14
ISG15	25
ENSG00000231702	0
ENSG00000224969	0
AGRN	70
ENSG00000242590	0
ENSG00000217801	3
ENSG00000273443	6
RNF223	1
C1orf159	15
ENSG00000285812	0
LINC01342	8
MIR200B	0
MIR200A	0
MIR429	0
ENSG00000272141	3
TTLL10-AS1	2
TTLL10	13
TNFRSF18	10
TNFRSF4	2
SDF4	202
B3GALT6	3
C1QTNF12	0
ENSG00000260179	1
UBE2J2	118
LINC01786	0
SCNN1D	13
ACAP3	48
MIR6726	0
PUSL1	3
INTS11	86
MIR6727	0
ENSG00000240731	0
CPTP	38
TAS1R3	2
DVL1	19
MIR6808	0
MXRA8	21
AURKAIP1	218
NDUFB4P8	14
CCNL2	56
MRPL20-AS1	26
MRPL20	90
RN7SL657P	0
MRPL20-DT	0
ANKRD65	0
ANKRD65-AS1	5
TMEM88B	1
LINC01770	0
VWA1	12
ATAD3C	10
ATAD3B	36
ENSG00000284740	0
ATAD3A	33
TMEM240	3
SSU72	459
ENSG00000215014	1
ENSG00000274481	0
FNDC10	46
ENSG00000286989	7
ENSG00000272106	9
MIB2	42
MMP23B	0
CDK11B	119
ENSG00000272004	0
SLC35E2B	68
ENSG00000269737	1
MMP23A	0
CDK11A	0
ENSG00000268575	0
ENSG00000227775	4
SLC35E2A	15
NADK	143
GNB1	5471
GNB1-DT	3
CALML6	0
TMEM52	0
CFAP74	27
ENSG00000233542	3
GABRD	28
PRKCZ-DT	5
PRKCZ	36
ENSG00000271806	6
PRKCZ-AS1	1
FAAP20	148
ENSG00000234396	0
SKI	304
ENSG00000287356	4
MORN1	30
ENSG00000272161	1
ENSG00000269896	0
ENSG00000272420	0
RER1	133
PEX10	9
PLCH2	12
ENSG00000224387	0
ENSG00000229393	0
PANK4	15
HES5	2
ENSG00000272449	12
TNFRSF14-AS1	13
TNFRSF14	119
ENSG00000225931	0
ENSG00000228037	0
ENSG00000289610	0
PRXL2B	80
MMEL1	8
MMEL1-AS1	0
