Geneid	/mnt/efs/clusterfcs/data/tfm-esther/results/procesado-1/duplicates/PP020_sorted_q10_mrkDup.bam
DDX11L1	0
WASH7P	0
MIR6859-1	0
MIR1302-2HG	2
MIR1302-2	0
FAM138A	0
OR4G4P	0
OR4G11P	0
OR4F5	0
ENSG00000238009	2
ENSG00000239945	0
CICP27	0
ENSG00000268903	0
ENSG00000269981	0
ENSG00000239906	0
ENSG00000241860	0
RNU6-1100P	0
ENSG00000241599	0
DDX11L17	14
WASH9P	4
MIR6859-2	0
ENSG00000228463	0
ENSG00000286448	0
RPL23AP24	0
ENSG00000236601	0
ENSG00000237094	4
WBP1LP7	0
OR4F29	0
CICP7	3
ENSG00000250575	0
U6	2
ENSG00000230021	0
ENSG00000235146	0
MTND1P23	37
MTND2P28	1387
MTCO1P12	98
ENSG00000278791	0
MTCO2P12	27
MTATP8P1	2
MTATP6P1	3740
MTCO3P12	20
WBP1LP6	0
OR4F16	0
CICP3	0
ENSG00000228327	7
RNU6-1199P	0
ENSG00000229905	0
LINC01409	4
ENSG00000285268	0
ENSG00000230092	115
FAM87B	5
LINC01128	27
LINC00115	0
ENSG00000288531	1
FAM41C	1
TUBB8P11	0
ENSG00000283040	0
ENSG00000272438	4
ENSG00000230699	22
ENSG00000241180	0
LINC02593	4
SAMD11	9
NOC2L	127
KLHL17	4
PLEKHN1	6
PERM1	1
ENSG00000272512	1
HES4	18
ISG15	83
ENSG00000231702	0
ENSG00000224969	0
AGRN	27
ENSG00000242590	0
ENSG00000217801	8
ENSG00000273443	6
RNF223	3
C1orf159	8
ENSG00000285812	0
LINC01342	1
MIR200B	0
MIR200A	0
MIR429	0
ENSG00000272141	0
TTLL10-AS1	3
TTLL10	7
TNFRSF18	6
TNFRSF4	3
SDF4	134
B3GALT6	19
C1QTNF12	1
ENSG00000260179	2
UBE2J2	79
LINC01786	0
SCNN1D	4
ACAP3	29
MIR6726	0
PUSL1	7
INTS11	119
MIR6727	0
ENSG00000240731	0
CPTP	14
TAS1R3	0
DVL1	14
MIR6808	0
MXRA8	12
AURKAIP1	165
NDUFB4P8	0
CCNL2	58
MRPL20-AS1	28
MRPL20	113
RN7SL657P	0
MRPL20-DT	0
ANKRD65	3
ANKRD65-AS1	1
TMEM88B	1
LINC01770	0
VWA1	23
ATAD3C	18
ATAD3B	6
ENSG00000284740	0
ATAD3A	25
TMEM240	0
SSU72	458
ENSG00000215014	2
ENSG00000274481	0
FNDC10	2
ENSG00000286989	0
ENSG00000272106	9
MIB2	27
MMP23B	1
CDK11B	240
ENSG00000272004	0
SLC35E2B	50
ENSG00000269737	0
MMP23A	0
CDK11A	0
ENSG00000268575	9
ENSG00000227775	2
SLC35E2A	3
NADK	312
GNB1	2311
GNB1-DT	10
CALML6	2
TMEM52	0
CFAP74	9
ENSG00000233542	1
GABRD	2
PRKCZ-DT	6
PRKCZ	23
ENSG00000271806	5
PRKCZ-AS1	0
FAAP20	41
ENSG00000234396	0
SKI	180
ENSG00000287356	3
MORN1	4
ENSG00000272161	1
ENSG00000269896	6
ENSG00000272420	0
RER1	46
PEX10	23
PLCH2	16
ENSG00000224387	0
ENSG00000229393	0
PANK4	22
HES5	0
ENSG00000272449	2
TNFRSF14-AS1	11
TNFRSF14	194
ENSG00000225931	3
