Geneid	/mnt/efs/clusterfcs/data/tfm-esther/results/procesado-1/duplicates/PP010_sorted_q10_mrkDup.bam
DDX11L1	10
WASH7P	0
MIR6859-1	0
MIR1302-2HG	0
MIR1302-2	0
FAM138A	0
OR4G4P	0
OR4G11P	0
OR4F5	0
ENSG00000238009	0
ENSG00000239945	0
CICP27	0
ENSG00000268903	0
ENSG00000269981	0
ENSG00000239906	0
ENSG00000241860	2
RNU6-1100P	0
ENSG00000241599	0
DDX11L17	5
WASH9P	4
MIR6859-2	0
ENSG00000228463	0
ENSG00000286448	1
RPL23AP24	0
ENSG00000236601	0
ENSG00000237094	1
WBP1LP7	0
OR4F29	0
CICP7	0
ENSG00000250575	0
U6	7
ENSG00000230021	0
ENSG00000235146	0
MTND1P23	14
MTND2P28	1462
MTCO1P12	86
ENSG00000278791	0
MTCO2P12	7
MTATP8P1	0
MTATP6P1	4599
MTCO3P12	8
WBP1LP6	0
OR4F16	0
CICP3	0
ENSG00000228327	0
RNU6-1199P	0
ENSG00000229905	0
LINC01409	6
ENSG00000285268	0
ENSG00000230092	193
FAM87B	1
LINC01128	38
LINC00115	0
ENSG00000288531	11
FAM41C	0
TUBB8P11	1
ENSG00000283040	0
ENSG00000272438	5
ENSG00000230699	14
ENSG00000241180	0
LINC02593	0
SAMD11	16
NOC2L	17
KLHL17	6
PLEKHN1	5
PERM1	0
ENSG00000272512	0
HES4	1
ISG15	25
ENSG00000231702	2
ENSG00000224969	0
AGRN	69
ENSG00000242590	0
ENSG00000217801	2
ENSG00000273443	0
RNF223	13
C1orf159	1
ENSG00000285812	0
LINC01342	0
MIR200B	0
MIR200A	0
MIR429	0
ENSG00000272141	0
TTLL10-AS1	27
TTLL10	5
TNFRSF18	4
TNFRSF4	0
SDF4	84
B3GALT6	0
C1QTNF12	7
ENSG00000260179	0
UBE2J2	34
LINC01786	0
SCNN1D	0
ACAP3	15
MIR6726	0
PUSL1	4
INTS11	47
MIR6727	0
ENSG00000240731	0
CPTP	5
TAS1R3	1
DVL1	101
MIR6808	0
MXRA8	38
AURKAIP1	39
NDUFB4P8	0
CCNL2	26
MRPL20-AS1	7
MRPL20	72
RN7SL657P	0
MRPL20-DT	0
ANKRD65	4
ANKRD65-AS1	0
TMEM88B	0
LINC01770	0
VWA1	3
ATAD3C	5
ATAD3B	2
ENSG00000284740	1
ATAD3A	18
TMEM240	2
SSU72	143
ENSG00000215014	1
ENSG00000274481	0
FNDC10	96
ENSG00000286989	0
ENSG00000272106	0
MIB2	15
MMP23B	0
CDK11B	101
ENSG00000272004	0
SLC35E2B	18
ENSG00000269737	0
MMP23A	0
CDK11A	1
ENSG00000268575	3
ENSG00000227775	1
SLC35E2A	8
NADK	107
GNB1	1047
GNB1-DT	5
CALML6	0
TMEM52	2
CFAP74	7
ENSG00000233542	0
GABRD	3
PRKCZ-DT	2
PRKCZ	5
ENSG00000271806	14
PRKCZ-AS1	8
FAAP20	11
ENSG00000234396	0
SKI	145
ENSG00000287356	10
MORN1	10
ENSG00000272161	0
ENSG00000269896	0
ENSG00000272420	0
RER1	20
PEX10	6
PLCH2	0
ENSG00000224387	0
ENSG00000229393	0
PANK4	24
HES5	1
ENSG00000272449	6
TNFRSF14-AS1	6
TNFRSF14	59
ENSG00000225931	8
ENSG00000228037	0
ENSG00000289610	1
PRXL2B	21
MMEL1	4
MMEL1-AS1	0
TTC34	121
ENSG00000285945	0
ENSG00000283259	0
ENSG00000233234	0
ENSG00000287396	0
ENSG00000231630	0
ENSG00000284745	0
ACTRT2	0
PRDM16-DT	16
PRDM16	5
MIR4251	0
ENSG00000226286	0
ENSG00000279839	2
ENSG00000272235	4
ENSG00000287828	0
ENSG00000286518	9
ARHGEF16	1
ENSG00000272088	0
MEGF6	16
MIR551A	0
ENSG00000238260	1
TPRG1L	36
WRAP73	6
TP73	2
TP73-AS3	0
TP73-AS2	0
TP73-AS1	9
ENSG00000276189	0
CCDC27	0
SMIM1	15
LRRC47	52
RN7SL574P	0
ENSG00000272153	0
CEP104	32
DFFB	5
C1orf174	35
LINC01134	1
LINC01346	0
LINC01345	0
LINC02780	0
ENSG00000284703	0
EEF1DP6	0
LINC01777	0
ENSG00000284694	0
ENSG00000227169	0
LINC01646	8
AJAP1	29
ENSG00000287586	0
ENSG00000284739	0
LINC02781	2
LINC02782	0
ENSG00000284616	3
ENSG00000284692	0
ENSG00000284666	0
ENSG00000260972	0
ENSG00000283356	0
ENSG00000236948	0
ENSG00000264341	0
MIR4689	0
NPHP4	9
KCNAB2	107
CHD5	9
ENSG00000285629	0
RPL22	966
RNF207-AS1	0
RNF207	11
ICMT	21
ICMT-DT	0
HES3	0
GPR153	19
ACOT7	22
ENSG00000271746	0
HES2	2
ESPN	143
MIR4252	0
ENSG00000231868	0
TNFRSF25	1
PLEKHG5	11
NOL9	51
RNU6-731P	0
ENSG00000229519	0
TAS1R1	0
ZBTB48	3
KLHL21	64
PHF13	15
THAP3	0
DNAJC11	25
LINC01672	2
ENSG00000284744	0
CAMTA1-DT	0
CAMTA1	158
ENSG00000227950	0
ENSG00000237365	0
RNU1-8P	0
CAMTA1-IT1	0
CAMTA1-AS2	0
CAMTA1-AS1	0
ENSG00000270171	2
ENSG00000270035	0
ENSG00000269978	0
VAMP3	437
ENSG00000269925	0
PER3	33
ENSG00000236266	0
UTS2	1
TNFRSF9	9
ENSG00000270330	1
PARK7	171
Y_RNA	5164
ENSG00000284747	5
ENSG00000284716	0
ERRFI1	4
ERRFI1-DT	1
ENSG00000232848	0
ENSG00000229305	1
ENSG00000288816	2
LINC01714	0
RNU1-7P	1
ENSG00000233645	4
RNU6-991P	3
SLC45A1	4
RERE	313
RERE-AS1	0
ENSG00000221083	0
ENSG00000270282	0
RPL7P11	4
RPL7P7	0
ENSG00000226545	0
ENSG00000228423	0
RPL23AP19	0
ENO1	605
MIR6728	0
ENO1-AS1	0
RNU6-304P	0
HMGN2P17	0
ENSG00000232208	0
ENSG00000232663	0
CA6	1
RN7SL451P	0
SLC2A7	0
SLC2A5	22
ENSG00000252404	0
GPR157	5
MIR34AHG	7
MIR34A	0
LNCTAM34A	0
H6PD	15
SPSB1	32
ENSG00000284652	0
LINC02606	0
RNA5SP40	0
ENSG00000235263	0
SLC25A33	23
ENSG00000231181	0
TMEM201	12
PIK3CD	208
PIK3CD-AS1	7
ENSG00000233268	7
PIK3CD-AS2	5
CLSTN1	36
MZT1P1	0
ENSG00000280113	0
CTNNBIP1	26
ENSG00000223989	0
ENSG00000285701	0
LZIC	224
ENSG00000228150	0
NMNAT1	31
RN7SKP269	0
TMEM274P	0
MIR5697	0
ENSG00000241326	0
RBP7	103
UBE4B	135
ENSG00000224340	0
PGAM1P11	0
RNU6-828P	0
KIF1B	123
ENSG00000264881	0
RNU6-37P	11
RN7SL731P	0
ENSG00000284735	0
ENSG00000284642	0
PGD	248
ENSG00000271989	2
CENPS-CORT	0
CENPS	0
CORT	0
DFFA	46
ENSG00000203469	0
PEX14	15
ENSG00000287727	0
RN7SL614P	0
CASZ1	50
ENSG00000272078	2
HSPE1P24	0
C1orf127	1
CFL1P6	0
TARDBP	183
MASP2	0
SRM	49
EXOSC10	49
ENSG00000226849	0
EXOSC10-AS1	0
MTOR	53
MTOR-AS1	0
RNU6-537P	0
ANGPTL7	0
RNU6-291P	0
RPL39P6	0
UBIAD1	11
UBE2V2P3	1
ENSG00000284646	1
MTCYBP45	0
DISP3	5
ENSG00000285833	0
LINC01647	0
ENSG00000284708	0
FBXO2	0
FBXO44	12
FBXO6	10
MAD2L2	42
DRAXIN	4
AGTRAP	13
C1orf167	5
C1orf167-AS1	0
MTHFR	14
CLCN6	5
ENSG00000276470	0
ENSG00000278852	0
NPPA	0
ENSG00000275915	0
NPPB	0
SBF1P2	3
ENSG00000285646	34
RNU5E-1	0
RNU5E-4P	1
KIAA2013	20
PLOD1	6
ENSG00000287384	0
MFN2	193
ENSG00000270914	0
MIIP	21
MIR6729	0
RN7SL649P	0
TNFRSF8	11
RNU6-777P	0
RPL23AP89	0
ENSG00000285604	0
MIR7846	0
TNFRSF1B	37
MIR4632	0
RPL10P17	0
SNORA70	1
VPS13D	185
SNORA59A	0
LINC02766	0
DHRS3	38
RNU6ATAC18P	0
MIR6730	0
ENSG00000288927	3
ENSG00000272482	2
AADACL4	1
ENSG00000226166	0
AADACL3	2
CFAP107	19
PRAMEF12	0
PRAMEF1	0
LINC01784	0
PRAMEF11	0
PRAMEF30P	0
HNRNPCL1	1
PRAMEF2	0
PRAMEF4	0
PRAMEF10	0
PRAMEF7	0
RNU6-1072P	0
PRAMEF29P	0
PRAMEF6	0
PRAMEF28P	2
PRAMEF27	0
HNRNPCL3	0
PRAMEF25	0
PRAMEF34P	0
PRAMEF35P	0
