Geneid	/mnt/efs/clusterfcs/data/tfm-esther/results/procesado-1/duplicates/PP018_sorted_q10_mrkDup.bam
DDX11L1	6
WASH7P	0
MIR6859-1	0
MIR1302-2HG	5
MIR1302-2	0
FAM138A	0
OR4G4P	0
OR4G11P	0
OR4F5	0
ENSG00000238009	4
ENSG00000239945	0
CICP27	0
ENSG00000268903	0
ENSG00000269981	0
ENSG00000239906	0
ENSG00000241860	0
RNU6-1100P	0
ENSG00000241599	0
DDX11L17	3
WASH9P	0
MIR6859-2	0
ENSG00000228463	0
ENSG00000286448	8
RPL23AP24	0
ENSG00000236601	0
ENSG00000237094	1
WBP1LP7	0
OR4F29	0
CICP7	0
ENSG00000250575	0
U6	27
ENSG00000230021	4
ENSG00000235146	0
MTND1P23	7
MTND2P28	337
MTCO1P12	53
ENSG00000278791	0
MTCO2P12	4
MTATP8P1	0
MTATP6P1	1122
MTCO3P12	1
WBP1LP6	0
OR4F16	0
CICP3	0
ENSG00000228327	8
RNU6-1199P	0
ENSG00000229905	0
LINC01409	10
ENSG00000285268	0
ENSG00000230092	77
FAM87B	6
LINC01128	49
LINC00115	0
ENSG00000288531	1
FAM41C	1
TUBB8P11	0
ENSG00000283040	0
ENSG00000272438	7
ENSG00000230699	9
ENSG00000241180	0
LINC02593	0
SAMD11	5
NOC2L	50
KLHL17	9
PLEKHN1	7
PERM1	0
ENSG00000272512	0
HES4	13
ISG15	25
ENSG00000231702	0
ENSG00000224969	0
AGRN	14
ENSG00000242590	0
ENSG00000217801	2
ENSG00000273443	5
RNF223	0
C1orf159	13
ENSG00000285812	0
LINC01342	3
MIR200B	0
MIR200A	0
MIR429	0
ENSG00000272141	0
TTLL10-AS1	2
TTLL10	5
TNFRSF18	3
TNFRSF4	9
SDF4	110
B3GALT6	9
C1QTNF12	1
ENSG00000260179	0
UBE2J2	44
LINC01786	0
SCNN1D	4
ACAP3	3
MIR6726	0
PUSL1	1
INTS11	60
MIR6727	0
ENSG00000240731	0
CPTP	8
TAS1R3	0
DVL1	4
MIR6808	0
MXRA8	5
AURKAIP1	52
NDUFB4P8	0
CCNL2	3
MRPL20-AS1	30
MRPL20	41
RN7SL657P	0
MRPL20-DT	0
ANKRD65	1
ANKRD65-AS1	0
TMEM88B	0
LINC01770	0
VWA1	4
ATAD3C	3
ATAD3B	4
ENSG00000284740	1
ATAD3A	12
TMEM240	1
SSU72	187
ENSG00000215014	3
ENSG00000274481	0
FNDC10	2
ENSG00000286989	0
ENSG00000272106	0
MIB2	25
MMP23B	0
CDK11B	123
ENSG00000272004	0
SLC35E2B	10
ENSG00000269737	3
MMP23A	0
CDK11A	13
ENSG00000268575	0
ENSG00000227775	6
SLC35E2A	3
NADK	128
GNB1	906
GNB1-DT	2
CALML6	0
TMEM52	0
CFAP74	13
ENSG00000233542	0
GABRD	1
PRKCZ-DT	0
PRKCZ	34
ENSG00000271806	0
PRKCZ-AS1	9
FAAP20	7
ENSG00000234396	0
SKI	120
ENSG00000287356	2
MORN1	4
ENSG00000272161	0
ENSG00000269896	0
ENSG00000272420	2
RER1	10
PEX10	6
PLCH2	8
ENSG00000224387	0
ENSG00000229393	0
PANK4	9
HES5	1
ENSG00000272449	6
TNFRSF14-AS1	9
TNFRSF14	82
ENSG00000225931	0
ENSG00000228037	0
ENSG00000289610	0
PRXL2B	24
MMEL1	0
MMEL1-AS1	0
TTC34	8
ENSG00000285945	0
ENSG00000283259	0
ENSG00000233234	0
ENSG00000287396	0
ENSG00000231630	0
ENSG00000284745	0
ACTRT2	0
PRDM16-DT	4
PRDM16	8
MIR4251	0
ENSG00000226286	0
ENSG00000279839	13
ENSG00000272235	10
ENSG00000287828	0
ENSG00000286518	15
ARHGEF16	0
ENSG00000272088	0
MEGF6	10
MIR551A	0
ENSG00000238260	0
TPRG1L	14
WRAP73	23
TP73	4
TP73-AS3	0
TP73-AS2	0
TP73-AS1	10
ENSG00000276189	0
CCDC27	6
