Geneid	/mnt/efs/clusterfcs/data/tfm-esther/results/procesado-1/duplicates/PP007_sorted_q10_mrkDup.bam
DDX11L1	5
WASH7P	0
MIR6859-1	0
MIR1302-2HG	0
MIR1302-2	0
FAM138A	0
OR4G4P	0
OR4G11P	0
OR4F5	0
ENSG00000238009	0
ENSG00000239945	0
CICP27	0
ENSG00000268903	0
ENSG00000269981	0
ENSG00000239906	0
ENSG00000241860	0
RNU6-1100P	0
ENSG00000241599	0
DDX11L17	4
WASH9P	0
MIR6859-2	0
ENSG00000228463	0
ENSG00000286448	0
RPL23AP24	0
ENSG00000236601	0
ENSG00000237094	3
WBP1LP7	0
OR4F29	0
CICP7	0
ENSG00000250575	0
U6	6
ENSG00000230021	2
ENSG00000235146	0
MTND1P23	6
MTND2P28	196
MTCO1P12	16
ENSG00000278791	0
MTCO2P12	1
MTATP8P1	0
MTATP6P1	736
MTCO3P12	3
WBP1LP6	0
OR4F16	0
CICP3	0
ENSG00000228327	0
RNU6-1199P	0
ENSG00000229905	0
LINC01409	0
ENSG00000285268	0
ENSG00000230092	26
FAM87B	0
LINC01128	22
LINC00115	0
ENSG00000288531	0
FAM41C	1
TUBB8P11	0
ENSG00000283040	0
ENSG00000272438	11
ENSG00000230699	41
ENSG00000241180	0
LINC02593	3
SAMD11	7
NOC2L	16
KLHL17	7
PLEKHN1	3
PERM1	1
ENSG00000272512	0
HES4	0
ISG15	31
ENSG00000231702	0
ENSG00000224969	0
AGRN	16
ENSG00000242590	0
ENSG00000217801	0
ENSG00000273443	0
RNF223	1
C1orf159	5
ENSG00000285812	0
LINC01342	2
MIR200B	0
MIR200A	0
MIR429	0
ENSG00000272141	0
TTLL10-AS1	0
TTLL10	0
TNFRSF18	0
TNFRSF4	1
SDF4	66
B3GALT6	2
C1QTNF12	0
ENSG00000260179	0
UBE2J2	25
LINC01786	0
SCNN1D	0
ACAP3	7
MIR6726	0
PUSL1	0
INTS11	6
MIR6727	0
ENSG00000240731	0
CPTP	3
TAS1R3	0
DVL1	3
MIR6808	0
MXRA8	1
AURKAIP1	41
NDUFB4P8	0
CCNL2	11
MRPL20-AS1	1
MRPL20	22
RN7SL657P	0
MRPL20-DT	8
ANKRD65	0
ANKRD65-AS1	0
TMEM88B	1
LINC01770	0
VWA1	6
ATAD3C	19
ATAD3B	4
ENSG00000284740	0
ATAD3A	3
TMEM240	7
SSU72	111
ENSG00000215014	0
ENSG00000274481	0
FNDC10	3
ENSG00000286989	0
ENSG00000272106	1
MIB2	5
MMP23B	1
CDK11B	47
ENSG00000272004	0
SLC35E2B	10
ENSG00000269737	5
MMP23A	0
CDK11A	0
ENSG00000268575	0
ENSG00000227775	2
SLC35E2A	0
NADK	42
GNB1	521
GNB1-DT	18
CALML6	0
TMEM52	0
CFAP74	2
ENSG00000233542	0
GABRD	4
PRKCZ-DT	0
PRKCZ	7
ENSG00000271806	1
PRKCZ-AS1	0
FAAP20	5
ENSG00000234396	0
SKI	42
ENSG00000287356	5
MORN1	12
ENSG00000272161	0
ENSG00000269896	0
ENSG00000272420	0
RER1	6
PEX10	7
PLCH2	9
ENSG00000224387	0
ENSG00000229393	0
PANK4	7
HES5	0
ENSG00000272449	0
TNFRSF14-AS1	1
TNFRSF14	47
ENSG00000225931	0
ENSG00000228037	0
ENSG00000289610	2
PRXL2B	2
MMEL1	4
MMEL1-AS1	0
