Geneid	/mnt/efs/clusterfcs/data/tfm-esther/results/procesado-1/duplicates/PP027_sorted_q10_mrkDup.bam
DDX11L1	46
WASH7P	0
MIR6859-1	0
MIR1302-2HG	0
MIR1302-2	0
FAM138A	0
OR4G4P	1
OR4G11P	0
OR4F5	0
ENSG00000238009	1
ENSG00000239945	0
CICP27	0
ENSG00000268903	0
ENSG00000269981	2
ENSG00000239906	1
ENSG00000241860	20
RNU6-1100P	0
ENSG00000241599	0
DDX11L17	30
WASH9P	3
MIR6859-2	0
ENSG00000228463	16
ENSG00000286448	1
RPL23AP24	0
ENSG00000236601	2
ENSG00000237094	20
WBP1LP7	0
OR4F29	0
CICP7	3
ENSG00000250575	0
U6	7
ENSG00000230021	17
ENSG00000235146	0
MTND1P23	74
MTND2P28	6377
MTCO1P12	547
ENSG00000278791	0
MTCO2P12	35
MTATP8P1	14
MTATP6P1	23547
MTCO3P12	40
WBP1LP6	0
OR4F16	0
CICP3	0
ENSG00000228327	10
RNU6-1199P	0
ENSG00000229905	0
LINC01409	29
ENSG00000285268	0
ENSG00000230092	360
FAM87B	0
LINC01128	104
LINC00115	0
ENSG00000288531	8
FAM41C	5
TUBB8P11	3
ENSG00000283040	0
ENSG00000272438	0
ENSG00000230699	8
ENSG00000241180	0
LINC02593	0
SAMD11	6
NOC2L	123
KLHL17	3
PLEKHN1	13
PERM1	0
ENSG00000272512	7
HES4	18
ISG15	133
ENSG00000231702	0
ENSG00000224969	0
AGRN	13
ENSG00000242590	0
ENSG00000217801	0
ENSG00000273443	0
RNF223	3
C1orf159	5
ENSG00000285812	0
LINC01342	0
MIR200B	0
MIR200A	0
MIR429	0
ENSG00000272141	1
TTLL10-AS1	1
TTLL10	9
TNFRSF18	10
TNFRSF4	9
SDF4	410
B3GALT6	38
C1QTNF12	4
ENSG00000260179	1
UBE2J2	197
LINC01786	1
SCNN1D	0
ACAP3	38
MIR6726	0
PUSL1	11
INTS11	182
MIR6727	0
ENSG00000240731	0
CPTP	39
TAS1R3	3
DVL1	58
MIR6808	0
MXRA8	1
AURKAIP1	276
NDUFB4P8	0
CCNL2	68
MRPL20-AS1	91
MRPL20	269
RN7SL657P	0
MRPL20-DT	1
ANKRD65	0
ANKRD65-AS1	0
TMEM88B	0
LINC01770	0
VWA1	3
ATAD3C	7
ATAD3B	23
ENSG00000284740	1
ATAD3A	106
TMEM240	15
SSU72	760
ENSG00000215014	3
ENSG00000274481	0
FNDC10	5
ENSG00000286989	0
ENSG00000272106	4
MIB2	44
MMP23B	0
CDK11B	520
ENSG00000272004	0
SLC35E2B	112
ENSG00000269737	0
MMP23A	0
CDK11A	39
ENSG00000268575	8
ENSG00000227775	0
SLC35E2A	14
NADK	501
GNB1	7175
GNB1-DT	0
CALML6	0
TMEM52	0
CFAP74	22
ENSG00000233542	0
GABRD	16
PRKCZ-DT	1
PRKCZ	53
ENSG00000271806	3
PRKCZ-AS1	0
FAAP20	84
ENSG00000234396	0
SKI	469
ENSG00000287356	3
MORN1	11
ENSG00000272161	0
ENSG00000269896	3
ENSG00000272420	0
RER1	71
PEX10	25
PLCH2	23
ENSG00000224387	0
ENSG00000229393	0
PANK4	54
HES5	0
ENSG00000272449	41
TNFRSF14-AS1	10
TNFRSF14	551
ENSG00000225931	8
ENSG00000228037	16
ENSG00000289610	12
PRXL2B	110
MMEL1	7
MMEL1-AS1	0
TTC34	5
ENSG00000285945	0
ENSG00000283259	0
ENSG00000233234	0
ENSG00000287396	0
ENSG00000231630	0
ENSG00000284745	1
ACTRT2	0
PRDM16-DT	2
PRDM16	17
MIR4251	0
ENSG00000226286	0
ENSG00000279839	12
ENSG00000272235	1
ENSG00000287828	0
ENSG00000286518	5
ARHGEF16	11
ENSG00000272088	0
MEGF6	6
MIR551A	0
ENSG00000238260	0
TPRG1L	265
WRAP73	71
TP73	8
TP73-AS3	3
TP73-AS2	13
TP73-AS1	26
ENSG00000276189	0
CCDC27	7
SMIM1	150
LRRC47	257
RN7SL574P	0
ENSG00000272153	6
CEP104	339
DFFB	53
C1orf174	207
LINC01134	5
LINC01346	3
LINC01345	5
LINC02780	0
ENSG00000284703	5
EEF1DP6	0
LINC01777	6
ENSG00000284694	0
ENSG00000227169	0
LINC01646	1
AJAP1	2
ENSG00000287586	3
ENSG00000284739	0
LINC02781	2
LINC02782	0
ENSG00000284616	2
ENSG00000284692	0
ENSG00000284666	0
ENSG00000260972	0
ENSG00000283356	0
ENSG00000236948	0
ENSG00000264341	0
MIR4689	0
NPHP4	15
KCNAB2	736
CHD5	22
ENSG00000285629	0
RPL22	5897
RNF207-AS1	0
RNF207	2
ICMT	48
ICMT-DT	0
HES3	1
GPR153	29
ACOT7	249
ENSG00000271746	0
HES2	0
ESPN	55
MIR4252	0
ENSG00000231868	0
TNFRSF25	1
PLEKHG5	22
NOL9	177
RNU6-731P	0
ENSG00000229519	0
TAS1R1	2
ZBTB48	47
KLHL21	42
PHF13	30
THAP3	63
DNAJC11	215
LINC01672	3
ENSG00000284744	0
CAMTA1-DT	0
CAMTA1	1201
ENSG00000227950	0
ENSG00000237365	0
RNU1-8P	6
CAMTA1-IT1	1
CAMTA1-AS2	0
CAMTA1-AS1	0
ENSG00000270171	4
ENSG00000270035	0
ENSG00000269978	0
VAMP3	2896
ENSG00000269925	0
PER3	110
ENSG00000236266	0
UTS2	0
TNFRSF9	26
ENSG00000270330	3
PARK7	1477
Y_RNA	12863
ENSG00000284747	0
ENSG00000284716	0
ERRFI1	29
ERRFI1-DT	3
ENSG00000232848	0
ENSG00000229305	0
ENSG00000288816	9
LINC01714	1
RNU1-7P	1
ENSG00000233645	0
RNU6-991P	0
SLC45A1	0
RERE	1457
RERE-AS1	7
ENSG00000221083	0
ENSG00000270282	8
RPL7P11	1
RPL7P7	0
ENSG00000226545	5
ENSG00000228423	0
RPL23AP19	0
ENO1	4006
MIR6728	0
ENO1-AS1	0
RNU6-304P	3
HMGN2P17	0
ENSG00000232208	0
ENSG00000232663	0
CA6	4
RN7SL451P	0
SLC2A7	0
SLC2A5	42
ENSG00000252404	0
GPR157	0
MIR34AHG	6
MIR34A	0
LNCTAM34A	14
H6PD	60
SPSB1	88
ENSG00000284652	8
LINC02606	5
RNA5SP40	0
ENSG00000235263	2
SLC25A33	35
ENSG00000231181	0
TMEM201	8
PIK3CD	822
PIK3CD-AS1	20
ENSG00000233268	0
PIK3CD-AS2	4
CLSTN1	148
MZT1P1	0
ENSG00000280113	0
CTNNBIP1	237
ENSG00000223989	0
ENSG00000285701	0
LZIC	1396
ENSG00000228150	6
NMNAT1	214
RN7SKP269	0
TMEM274P	0
MIR5697	0
ENSG00000241326	0
RBP7	344
UBE4B	485
ENSG00000224340	0
PGAM1P11	0
RNU6-828P	0
KIF1B	479
ENSG00000264881	0
RNU6-37P	20
RN7SL731P	0
ENSG00000284735	3
ENSG00000284642	0
PGD	2098
ENSG00000271989	0
CENPS-CORT	0
CENPS	0
CORT	0
DFFA	177
ENSG00000203469	0
PEX14	57
ENSG00000287727	0
RN7SL614P	0
CASZ1	78
ENSG00000272078	4
HSPE1P24	0
C1orf127	6
CFL1P6	5
TARDBP	753
MASP2	4
SRM	146
EXOSC10	415
ENSG00000226849	0
EXOSC10-AS1	0
MTOR	349
MTOR-AS1	0
RNU6-537P	0
ANGPTL7	10
RNU6-291P	1
RPL39P6	0
UBIAD1	32
UBE2V2P3	0
ENSG00000284646	0
MTCYBP45	0
DISP3	5
ENSG00000285833	0
LINC01647	3
ENSG00000284708	0
FBXO2	14
FBXO44	57
FBXO6	74
MAD2L2	240
DRAXIN	13
AGTRAP	99
C1orf167	0
C1orf167-AS1	0
MTHFR	215
CLCN6	111
ENSG00000276470	0
ENSG00000278852	0
NPPA	0
ENSG00000275915	0
NPPB	0
SBF1P2	0
ENSG00000285646	8
RNU5E-1	0
RNU5E-4P	11
KIAA2013	185
PLOD1	51
ENSG00000287384	0
MFN2	3600
ENSG00000270914	0
MIIP	148
MIR6729	0
RN7SL649P	4
TNFRSF8	34
RNU6-777P	0
RPL23AP89	7
ENSG00000285604	0
MIR7846	0
TNFRSF1B	175
MIR4632	0
RPL10P17	0
SNORA70	22
VPS13D	768
SNORA59A	0
LINC02766	20
DHRS3	272
RNU6ATAC18P	0
MIR6730	0
ENSG00000288927	15
ENSG00000272482	0
AADACL4	0
ENSG00000226166	0
AADACL3	0
CFAP107	10
PRAMEF12	0
PRAMEF1	0
LINC01784	0
PRAMEF11	0
PRAMEF30P	0
HNRNPCL1	0
PRAMEF2	0
PRAMEF4	0
PRAMEF10	0
PRAMEF7	0
RNU6-1072P	0
PRAMEF29P	0
PRAMEF6	0
PRAMEF28P	7
PRAMEF27	0
HNRNPCL3	0
PRAMEF25	0
PRAMEF34P	0
PRAMEF35P	0
HNRNPCL2	3
PRAMEF36P	0
ENSG00000233336	0
PRAMEF26	0
HNRNPCL4	0
PRAMEF9	4
PRAMEF13	0
PRAMEF18	0
PRAMEF31P	0
PRAMEF5	0
PRAMEF32P	0
RNU6-771P	0
PRAMEF8	3
PRAMEF33	0
PRAMEF15	0
ENSG00000228229	0
PRAMEF14	1
PRAMEF19	0
PRAMEF17	1
PRAMEF20	0
LRRC38	3
ENSG00000259961	2
BRWD1P1	0
PDPN	3
RNA5SP41	0
ENSG00000237445	0
ENSG00000253085	0
PRDM2	1571
ENSG00000289380	0
KAZN	158
RNU6-1265P	0
ENSG00000231606	3
KAZN-AS1	0
TBCAP2	0
ENSG00000287756	12
TMEM51-AS1	5
TMEM51	1
TMEM51-AS2	0
MFFP1	0
ZBTB2P1	0
FHAD1	11
FHAD1-AS1	0
ENSG00000236045	0
EFHD2-AS1	13
EFHD2	2727
CTRC	8
CELA2A	0
CELA2B	0
CASP9	158
DNAJC16	999
SCARNA21B	11
ENSG00000272510	0
AGMAT	21
ENSG00000237301	3
CHCHD2P6	0
RNU7-179P	0
CD24P1	0
DDI2	1112
RSC1A1	0
ENSG00000271742	3
PLEKHM2	383
ENSG00000237938	2
SLC25A34	0
SLC25A34-AS1	0
TMEM82	4
FBLIM1	9
RPL12P14	0
UQCRHL	72
ENSG00000178715	2
FLJ37453	39
SPEN	1825
ENSG00000270620	0
ZBTB17	52
ENSG00000234607	0
ENSG00000231353	0
ENSG00000275503	0
TBC1D3P6	0
SRARP	4
ENSG00000233078	0
HSPB7	7
CLCNKA	18
