Geneid	/mnt/efs/clusterfcs/data/tfm-esther/results/procesado-1/duplicates/PP026_sorted_q10_mrkDup.bam
DDX11L1	31
WASH7P	0
MIR6859-1	0
MIR1302-2HG	0
MIR1302-2	0
FAM138A	0
OR4G4P	0
OR4G11P	0
OR4F5	0
ENSG00000238009	0
ENSG00000239945	0
CICP27	0
ENSG00000268903	0
ENSG00000269981	0
ENSG00000239906	0
ENSG00000241860	0
RNU6-1100P	0
ENSG00000241599	0
DDX11L17	24
WASH9P	0
MIR6859-2	0
ENSG00000228463	0
ENSG00000286448	0
RPL23AP24	0
ENSG00000236601	0
ENSG00000237094	0
WBP1LP7	0
OR4F29	0
CICP7	0
ENSG00000250575	0
U6	2
ENSG00000230021	0
ENSG00000235146	0
MTND1P23	29
MTND2P28	1608
MTCO1P12	153
ENSG00000278791	0
MTCO2P12	5
MTATP8P1	4
MTATP6P1	6756
MTCO3P12	8
WBP1LP6	0
OR4F16	0
CICP3	0
ENSG00000228327	0
RNU6-1199P	0
ENSG00000229905	0
LINC01409	2
ENSG00000285268	0
ENSG00000230092	104
FAM87B	0
LINC01128	16
LINC00115	0
ENSG00000288531	0
FAM41C	0
TUBB8P11	0
ENSG00000283040	0
ENSG00000272438	1
ENSG00000230699	4
ENSG00000241180	0
LINC02593	0
SAMD11	5
NOC2L	39
KLHL17	1
PLEKHN1	3
PERM1	0
ENSG00000272512	0
HES4	2
ISG15	155
ENSG00000231702	0
ENSG00000224969	0
AGRN	3
ENSG00000242590	0
ENSG00000217801	2
ENSG00000273443	0
RNF223	0
C1orf159	1
ENSG00000285812	0
LINC01342	0
MIR200B	0
MIR200A	0
MIR429	0
ENSG00000272141	0
TTLL10-AS1	0
TTLL10	0
TNFRSF18	0
TNFRSF4	5
SDF4	90
B3GALT6	8
C1QTNF12	0
ENSG00000260179	0
UBE2J2	41
LINC01786	0
SCNN1D	2
ACAP3	3
MIR6726	0
PUSL1	0
INTS11	39
MIR6727	0
ENSG00000240731	0
CPTP	14
TAS1R3	0
DVL1	11
MIR6808	0
MXRA8	0
AURKAIP1	44
NDUFB4P8	0
CCNL2	22
MRPL20-AS1	7
MRPL20	46
RN7SL657P	0
MRPL20-DT	0
ANKRD65	4
ANKRD65-AS1	0
TMEM88B	0
LINC01770	0
VWA1	6
ATAD3C	3
ATAD3B	2
