Geneid	/mnt/efs/clusterfcs/data/tfm-esther/results/procesado-3/duplicates/PP103_sorted_q10_mrkDup.bam
DDX11L1	16
WASH7P	2
MIR6859-1	0
MIR1302-2HG	1
MIR1302-2	0
FAM138A	0
OR4G4P	10
OR4G11P	0
OR4F5	0
ENSG00000238009	0
ENSG00000239945	0
CICP27	4
ENSG00000268903	0
ENSG00000269981	0
ENSG00000239906	0
ENSG00000241860	12
RNU6-1100P	0
ENSG00000241599	0
DDX11L17	53
WASH9P	6
MIR6859-2	0
ENSG00000228463	18
ENSG00000286448	7
RPL23AP24	1
ENSG00000236601	0
ENSG00000237094	17
WBP1LP7	9
OR4F29	4
CICP7	0
ENSG00000250575	0
U6	27
ENSG00000230021	13
ENSG00000235146	0
MTND1P23	47
MTND2P28	2978
MTCO1P12	380
ENSG00000278791	0
MTCO2P12	35
MTATP8P1	7
MTATP6P1	14495
MTCO3P12	36
WBP1LP6	0
OR4F16	0
CICP3	0
ENSG00000228327	9
RNU6-1199P	0
ENSG00000229905	0
LINC01409	26
ENSG00000285268	0
ENSG00000230092	158
FAM87B	3
LINC01128	89
LINC00115	6
ENSG00000288531	11
FAM41C	6
TUBB8P11	0
ENSG00000283040	1
ENSG00000272438	0
ENSG00000230699	7
ENSG00000241180	0
LINC02593	0
SAMD11	10
NOC2L	83
KLHL17	5
PLEKHN1	18
PERM1	0
ENSG00000272512	0
HES4	2
ISG15	69
ENSG00000231702	0
ENSG00000224969	0
AGRN	14
ENSG00000242590	0
ENSG00000217801	17
ENSG00000273443	0
RNF223	1
C1orf159	10
ENSG00000285812	0
LINC01342	11
MIR200B	0
MIR200A	0
MIR429	0
ENSG00000272141	4
TTLL10-AS1	0
TTLL10	11
TNFRSF18	10
TNFRSF4	3
SDF4	238
B3GALT6	31
C1QTNF12	1
ENSG00000260179	1
UBE2J2	54
LINC01786	0
SCNN1D	1
ACAP3	45
MIR6726	0
PUSL1	9
INTS11	56
MIR6727	0
ENSG00000240731	0
CPTP	6
TAS1R3	2
DVL1	35
MIR6808	0
MXRA8	16
AURKAIP1	126
NDUFB4P8	0
CCNL2	25
MRPL20-AS1	19
MRPL20	99
RN7SL657P	0
MRPL20-DT	0
ANKRD65	0
ANKRD65-AS1	0
TMEM88B	10
LINC01770	0
VWA1	5
ATAD3C	3
ATAD3B	15
ENSG00000284740	0
ATAD3A	10
TMEM240	2
SSU72	316
ENSG00000215014	4
ENSG00000274481	0
FNDC10	4
ENSG00000286989	8
ENSG00000272106	7
MIB2	54
MMP23B	0
CDK11B	168
ENSG00000272004	0
SLC35E2B	62
ENSG00000269737	0
MMP23A	4
CDK11A	11
ENSG00000268575	6
ENSG00000227775	22
SLC35E2A	2
NADK	120
GNB1	3134
GNB1-DT	0
CALML6	0
TMEM52	3
CFAP74	7
ENSG00000233542	2
GABRD	21
PRKCZ-DT	0
PRKCZ	14
ENSG00000271806	1
PRKCZ-AS1	0
FAAP20	23
ENSG00000234396	0
SKI	158
ENSG00000287356	13
MORN1	39
ENSG00000272161	0
ENSG00000269896	1
ENSG00000272420	4
RER1	41
PEX10	8
PLCH2	31
ENSG00000224387	0
ENSG00000229393	0
PANK4	8
HES5	0
ENSG00000272449	7
TNFRSF14-AS1	15
TNFRSF14	152
ENSG00000225931	0
ENSG00000228037	2
ENSG00000289610	0
PRXL2B	35
MMEL1	17
MMEL1-AS1	0
TTC34	23
ENSG00000285945	12
ENSG00000283259	1
ENSG00000233234	0
ENSG00000287396	0
ENSG00000231630	0
ENSG00000284745	1
ACTRT2	3
PRDM16-DT	6
PRDM16	42
MIR4251	0
ENSG00000226286	0
ENSG00000279839	1
ENSG00000272235	2
ENSG00000287828	0
ENSG00000286518	1
ARHGEF16	8
ENSG00000272088	4
MEGF6	22
MIR551A	0
ENSG00000238260	11
TPRG1L	74
WRAP73	23
TP73	4
TP73-AS3	6
TP73-AS2	0
TP73-AS1	49
ENSG00000276189	0
CCDC27	7
SMIM1	6
LRRC47	48
RN7SL574P	0
ENSG00000272153	4
CEP104	164
DFFB	24
C1orf174	88
LINC01134	12
LINC01346	10
LINC01345	3
LINC02780	2
ENSG00000284703	15
EEF1DP6	0
LINC01777	6
ENSG00000284694	5
ENSG00000227169	2
LINC01646	24
AJAP1	60
ENSG00000287586	36
ENSG00000284739	2
LINC02781	36
LINC02782	3
ENSG00000284616	1
ENSG00000284692	1
ENSG00000284666	0
ENSG00000260972	0
ENSG00000283356	0
ENSG00000236948	8
ENSG00000264341	0
MIR4689	0
NPHP4	43
KCNAB2	186
CHD5	38
ENSG00000285629	3
RPL22	1883
RNF207-AS1	2
RNF207	20
ICMT	38
ICMT-DT	14
HES3	0
GPR153	4
ACOT7	75
ENSG00000271746	2
HES2	14
ESPN	29
