Geneid	/mnt/efs/clusterfcs/data/tfm-esther/results/procesado-3/duplicates/PP109_sorted_q10_mrkDup.bam
DDX11L1	29
WASH7P	3
MIR6859-1	0
MIR1302-2HG	2
MIR1302-2	0
FAM138A	0
OR4G4P	0
OR4G11P	0
OR4F5	0
ENSG00000238009	0
ENSG00000239945	0
CICP27	0
ENSG00000268903	0
ENSG00000269981	0
ENSG00000239906	0
ENSG00000241860	4
RNU6-1100P	0
ENSG00000241599	0
DDX11L17	17
WASH9P	0
MIR6859-2	0
ENSG00000228463	23
ENSG00000286448	0
RPL23AP24	2
ENSG00000236601	0
ENSG00000237094	2
WBP1LP7	0
OR4F29	0
CICP7	2
ENSG00000250575	0
U6	1
ENSG00000230021	4
ENSG00000235146	0
MTND1P23	48
MTND2P28	5471
MTCO1P12	1057
ENSG00000278791	0
MTCO2P12	48
MTATP8P1	17
MTATP6P1	33841
MTCO3P12	42
WBP1LP6	0
OR4F16	0
CICP3	0
ENSG00000228327	21
RNU6-1199P	0
ENSG00000229905	0
LINC01409	18
ENSG00000285268	0
ENSG00000230092	217
FAM87B	5
LINC01128	31
LINC00115	0
ENSG00000288531	0
FAM41C	2
TUBB8P11	0
ENSG00000283040	0
ENSG00000272438	0
ENSG00000230699	1
ENSG00000241180	0
LINC02593	4
SAMD11	1
NOC2L	46
KLHL17	11
PLEKHN1	2
PERM1	0
ENSG00000272512	0
HES4	2
ISG15	17
ENSG00000231702	0
ENSG00000224969	0
AGRN	19
ENSG00000242590	0
ENSG00000217801	0
ENSG00000273443	0
RNF223	1
C1orf159	15
ENSG00000285812	0
LINC01342	9
MIR200B	0
MIR200A	0
MIR429	0
ENSG00000272141	7
TTLL10-AS1	0
TTLL10	0
TNFRSF18	0
TNFRSF4	0
SDF4	202
B3GALT6	24
C1QTNF12	0
ENSG00000260179	0
UBE2J2	49
LINC01786	0
SCNN1D	0
ACAP3	15
MIR6726	0
PUSL1	0
INTS11	90
MIR6727	0
ENSG00000240731	0
CPTP	23
TAS1R3	0
DVL1	33
MIR6808	0
MXRA8	9
AURKAIP1	88
NDUFB4P8	0
CCNL2	39
MRPL20-AS1	24
MRPL20	51
RN7SL657P	0
MRPL20-DT	11
ANKRD65	0
ANKRD65-AS1	0
TMEM88B	4
LINC01770	0
VWA1	10
ATAD3C	0
ATAD3B	0
ENSG00000284740	1
ATAD3A	6
TMEM240	0
SSU72	311
ENSG00000215014	2
ENSG00000274481	0
FNDC10	13
ENSG00000286989	0
ENSG00000272106	11
MIB2	34
MMP23B	0
CDK11B	251
ENSG00000272004	0
SLC35E2B	49
ENSG00000269737	0
MMP23A	0
CDK11A	0
