Geneid	/mnt/efs/clusterfcs/data/tfm-esther/results/procesado-3/duplicates/PP111_sorted_q10_mrkDup.bam
DDX11L1	24
WASH7P	9
MIR6859-1	0
MIR1302-2HG	0
MIR1302-2	0
FAM138A	0
OR4G4P	0
OR4G11P	0
OR4F5	0
ENSG00000238009	0
ENSG00000239945	0
CICP27	4
ENSG00000268903	0
ENSG00000269981	0
ENSG00000239906	0
ENSG00000241860	1
RNU6-1100P	0
ENSG00000241599	0
DDX11L17	93
WASH9P	2
MIR6859-2	0
ENSG00000228463	3
ENSG00000286448	0
RPL23AP24	5
ENSG00000236601	0
ENSG00000237094	5
WBP1LP7	0
OR4F29	0
CICP7	0
ENSG00000250575	0
U6	0
ENSG00000230021	19
ENSG00000235146	0
MTND1P23	36
MTND2P28	2055
MTCO1P12	512
ENSG00000278791	0
MTCO2P12	7
MTATP8P1	12
MTATP6P1	10006
MTCO3P12	37
WBP1LP6	0
OR4F16	0
CICP3	0
ENSG00000228327	0
RNU6-1199P	0
ENSG00000229905	0
LINC01409	1
ENSG00000285268	0
ENSG00000230092	101
FAM87B	0
LINC01128	108
LINC00115	3
ENSG00000288531	0
FAM41C	0
TUBB8P11	0
ENSG00000283040	0
ENSG00000272438	1
ENSG00000230699	12
ENSG00000241180	0
LINC02593	0
SAMD11	3
NOC2L	60
KLHL17	0
PLEKHN1	16
PERM1	1
ENSG00000272512	0
HES4	0
ISG15	75
ENSG00000231702	0
ENSG00000224969	0
AGRN	14
ENSG00000242590	0
ENSG00000217801	0
ENSG00000273443	0
RNF223	1
C1orf159	0
ENSG00000285812	0
LINC01342	0
MIR200B	0
MIR200A	0
MIR429	0
ENSG00000272141	0
TTLL10-AS1	9
TTLL10	0
TNFRSF18	3
TNFRSF4	0
SDF4	233
B3GALT6	7
C1QTNF12	0
ENSG00000260179	0
UBE2J2	139
LINC01786	0
SCNN1D	0
ACAP3	14
MIR6726	0
PUSL1	8
INTS11	78
MIR6727	0
ENSG00000240731	0
CPTP	16
TAS1R3	0
DVL1	0
MIR6808	0
MXRA8	4
AURKAIP1	163
NDUFB4P8	0
CCNL2	13
MRPL20-AS1	0
MRPL20	185
RN7SL657P	0
MRPL20-DT	3
ANKRD65	0
ANKRD65-AS1	0
TMEM88B	6
LINC01770	2
VWA1	1
ATAD3C	4
ATAD3B	1
ENSG00000284740	0
ATAD3A	29
TMEM240	0
SSU72	249
ENSG00000215014	8
ENSG00000274481	0
FNDC10	1
ENSG00000286989	0
ENSG00000272106	6
MIB2	4
MMP23B	0
CDK11B	204
ENSG00000272004	0
SLC35E2B	49
ENSG00000269737	0
MMP23A	0
CDK11A	0
ENSG00000268575	2
ENSG00000227775	0
SLC35E2A	0
NADK	139
GNB1	2588
GNB1-DT	1
CALML6	0
TMEM52	1
CFAP74	0
ENSG00000233542	0
GABRD	0
PRKCZ-DT	1
PRKCZ	64
ENSG00000271806	1
PRKCZ-AS1	0
FAAP20	36
ENSG00000234396	0
SKI	125
ENSG00000287356	0
MORN1	0
ENSG00000272161	0
ENSG00000269896	0
ENSG00000272420	0
RER1	99
PEX10	13
PLCH2	11
ENSG00000224387	0
ENSG00000229393	0
PANK4	25
HES5	0
ENSG00000272449	2
TNFRSF14-AS1	3
TNFRSF14	124
ENSG00000225931	0
ENSG00000228037	5
ENSG00000289610	0
PRXL2B	10
MMEL1	1
MMEL1-AS1	0
TTC34	2
ENSG00000285945	0
ENSG00000283259	0
ENSG00000233234	0
ENSG00000287396	0
ENSG00000231630	0
ENSG00000284745	0
