Geneid	/mnt/efs/clusterfcs/data/tfm-esther/results/procesado-3/duplicates/PP098_sorted_q10_mrkDup.bam
DDX11L1	51
WASH7P	13
MIR6859-1	0
MIR1302-2HG	0
MIR1302-2	0
FAM138A	0
OR4G4P	0
OR4G11P	0
OR4F5	3
ENSG00000238009	6
ENSG00000239945	0
CICP27	0
ENSG00000268903	0
ENSG00000269981	0
ENSG00000239906	0
ENSG00000241860	4
RNU6-1100P	0
ENSG00000241599	0
DDX11L17	168
WASH9P	0
MIR6859-2	0
ENSG00000228463	11
ENSG00000286448	2
RPL23AP24	0
ENSG00000236601	0
ENSG00000237094	16
WBP1LP7	0
OR4F29	0
CICP7	0
ENSG00000250575	0
U6	0
ENSG00000230021	8
ENSG00000235146	0
MTND1P23	29
MTND2P28	897
MTCO1P12	161
ENSG00000278791	0
MTCO2P12	8
MTATP8P1	2
MTATP6P1	4950
MTCO3P12	0
WBP1LP6	0
OR4F16	0
CICP3	0
ENSG00000228327	26
RNU6-1199P	0
ENSG00000229905	0
LINC01409	0
ENSG00000285268	0
ENSG00000230092	161
FAM87B	17
LINC01128	113
LINC00115	0
ENSG00000288531	8
FAM41C	0
TUBB8P11	0
ENSG00000283040	0
ENSG00000272438	0
ENSG00000230699	4
ENSG00000241180	0
LINC02593	0
SAMD11	1
NOC2L	230
KLHL17	0
PLEKHN1	0
PERM1	0
ENSG00000272512	0
HES4	18
ISG15	172
ENSG00000231702	0
ENSG00000224969	0
AGRN	2
ENSG00000242590	0
ENSG00000217801	9
ENSG00000273443	0
RNF223	13
C1orf159	28
ENSG00000285812	0
LINC01342	1
MIR200B	0
MIR200A	0
MIR429	0
ENSG00000272141	0
TTLL10-AS1	0
TTLL10	0
TNFRSF18	0
TNFRSF4	4
SDF4	306
B3GALT6	55
C1QTNF12	0
ENSG00000260179	0
UBE2J2	285
LINC01786	0
SCNN1D	3
ACAP3	52
MIR6726	0
PUSL1	54
INTS11	395
MIR6727	0
ENSG00000240731	0
CPTP	55
TAS1R3	12
DVL1	19
MIR6808	0
MXRA8	13
AURKAIP1	374
NDUFB4P8	0
CCNL2	96
MRPL20-AS1	48
MRPL20	356
RN7SL657P	0
MRPL20-DT	1
ANKRD65	4
ANKRD65-AS1	0
TMEM88B	0
LINC01770	0
VWA1	1
ATAD3C	8
ATAD3B	79
ENSG00000284740	0
ATAD3A	69
TMEM240	5
SSU72	1143
ENSG00000215014	1
ENSG00000274481	0
FNDC10	36
ENSG00000286989	0
ENSG00000272106	0
MIB2	132
MMP23B	4
CDK11B	581
ENSG00000272004	0
SLC35E2B	132
ENSG00000269737	0
MMP23A	0
CDK11A	37
ENSG00000268575	10
ENSG00000227775	25
SLC35E2A	69
NADK	633
GNB1	4337
GNB1-DT	0
CALML6	2
TMEM52	0
CFAP74	12
ENSG00000233542	12
GABRD	4
PRKCZ-DT	0
PRKCZ	71
ENSG00000271806	12
PRKCZ-AS1	2
FAAP20	123
ENSG00000234396	0
SKI	443
ENSG00000287356	0
MORN1	3
ENSG00000272161	0
ENSG00000269896	5
ENSG00000272420	0
RER1	99
PEX10	22
PLCH2	20
ENSG00000224387	0
ENSG00000229393	17
PANK4	35
HES5	0
ENSG00000272449	13
TNFRSF14-AS1	6
TNFRSF14	529
ENSG00000225931	0
ENSG00000228037	6
ENSG00000289610	8
PRXL2B	185
MMEL1	33
MMEL1-AS1	0
TTC34	32
ENSG00000285945	0
ENSG00000283259	0
ENSG00000233234	0
ENSG00000287396	0
ENSG00000231630	3
ENSG00000284745	0
ACTRT2	0
PRDM16-DT	36
PRDM16	64
MIR4251	0
ENSG00000226286	0
ENSG00000279839	0
ENSG00000272235	8
ENSG00000287828	0
ENSG00000286518	33
ARHGEF16	4
ENSG00000272088	0
MEGF6	20
MIR551A	0
ENSG00000238260	16
TPRG1L	330
WRAP73	80
TP73	14
TP73-AS3	0
TP73-AS2	0
TP73-AS1	51
ENSG00000276189	0
CCDC27	0
SMIM1	96
LRRC47	186
RN7SL574P	0
ENSG00000272153	5
CEP104	266
DFFB	36
C1orf174	126
LINC01134	8
LINC01346	25
LINC01345	15
LINC02780	2
ENSG00000284703	10
EEF1DP6	0
LINC01777	3
ENSG00000284694	0
ENSG00000227169	0
LINC01646	7
AJAP1	8
ENSG00000287586	22
ENSG00000284739	1
LINC02781	0
LINC02782	0
ENSG00000284616	18
ENSG00000284692	0
ENSG00000284666	0
ENSG00000260972	0
ENSG00000283356	0
ENSG00000236948	0
ENSG00000264341	0
MIR4689	0
NPHP4	33
KCNAB2	678
CHD5	46
ENSG00000285629	0
RPL22	7225
RNF207-AS1	0
RNF207	4
ICMT	91
ICMT-DT	0
HES3	0
GPR153	14
ACOT7	40
ENSG00000271746	4
HES2	6
ESPN	40
MIR4252	0
ENSG00000231868	0
TNFRSF25	0
PLEKHG5	12
NOL9	298
RNU6-731P	0
ENSG00000229519	0
TAS1R1	3
ZBTB48	29
KLHL21	46
PHF13	67
THAP3	23
DNAJC11	271
LINC01672	7
ENSG00000284744	0
CAMTA1-DT	0
CAMTA1	473
ENSG00000227950	0
ENSG00000237365	0
RNU1-8P	1
CAMTA1-IT1	0
CAMTA1-AS2	0
CAMTA1-AS1	0
ENSG00000270171	17
ENSG00000270035	0
ENSG00000269978	0
VAMP3	1399
ENSG00000269925	0
PER3	107
ENSG00000236266	0
UTS2	14
TNFRSF9	36
ENSG00000270330	0
PARK7	824
Y_RNA	3199
ENSG00000284747	24
ENSG00000284716	0
ERRFI1	20
ERRFI1-DT	1
ENSG00000232848	0
ENSG00000229305	48
ENSG00000288816	0
LINC01714	0
RNU1-7P	0
ENSG00000233645	4
RNU6-991P	0
SLC45A1	18
RERE	1125
RERE-AS1	0
ENSG00000221083	0
ENSG00000270282	6
RPL7P11	0
RPL7P7	0
ENSG00000226545	43
ENSG00000228423	0
RPL23AP19	13
ENO1	2663
MIR6728	4
ENO1-AS1	0
RNU6-304P	0
HMGN2P17	23
ENSG00000232208	16
ENSG00000232663	0
CA6	19
RN7SL451P	0
SLC2A7	23
SLC2A5	41
ENSG00000252404	0
GPR157	6
MIR34AHG	0
MIR34A	0
LNCTAM34A	12
H6PD	47
SPSB1	79
ENSG00000284652	0
LINC02606	0
RNA5SP40	0
ENSG00000235263	0
SLC25A33	47
ENSG00000231181	0
TMEM201	9
PIK3CD	1001
PIK3CD-AS1	13
ENSG00000233268	0
PIK3CD-AS2	0
CLSTN1	301
MZT1P1	0
ENSG00000280113	20
CTNNBIP1	273
ENSG00000223989	0
ENSG00000285701	0
LZIC	697
ENSG00000228150	5
NMNAT1	17
RN7SKP269	0
TMEM274P	0
MIR5697	0
ENSG00000241326	0
RBP7	388
UBE4B	450
ENSG00000224340	0
PGAM1P11	0
RNU6-828P	0
KIF1B	345
ENSG00000264881	0
RNU6-37P	19
RN7SL731P	0
ENSG00000284735	0
ENSG00000284642	5
PGD	952
ENSG00000271989	0
CENPS-CORT	0
CENPS	0
CORT	0
DFFA	147
ENSG00000203469	0
PEX14	56
ENSG00000287727	0
RN7SL614P	0
CASZ1	53
ENSG00000272078	22
HSPE1P24	0
C1orf127	6
CFL1P6	12
TARDBP	802
MASP2	10
SRM	479
EXOSC10	456
ENSG00000226849	0
EXOSC10-AS1	0
MTOR	396
MTOR-AS1	0
RNU6-537P	0
ANGPTL7	0
RNU6-291P	0
RPL39P6	1
UBIAD1	53
UBE2V2P3	0
ENSG00000284646	1
MTCYBP45	0
DISP3	8
ENSG00000285833	0
LINC01647	0
ENSG00000284708	1
FBXO2	35
FBXO44	36
FBXO6	64
MAD2L2	218
DRAXIN	9
AGTRAP	54
C1orf167	24
C1orf167-AS1	0
MTHFR	135
CLCN6	31
ENSG00000276470	0
ENSG00000278852	0
NPPA	0
ENSG00000275915	0
NPPB	0
SBF1P2	11
ENSG00000285646	21
RNU5E-1	0
RNU5E-4P	0
KIAA2013	87
PLOD1	44
ENSG00000287384	2
MFN2	948
ENSG00000270914	0
MIIP	23
MIR6729	0
RN7SL649P	13
TNFRSF8	114
RNU6-777P	1
RPL23AP89	0
ENSG00000285604	45
MIR7846	0
TNFRSF1B	288
MIR4632	0
RPL10P17	0
SNORA70	30
VPS13D	632
SNORA59A	0
LINC02766	0
DHRS3	98
RNU6ATAC18P	0
MIR6730	0
ENSG00000288927	21
ENSG00000272482	0
AADACL4	1
ENSG00000226166	0
AADACL3	26
CFAP107	5
PRAMEF12	0
PRAMEF1	0
LINC01784	0
PRAMEF11	0
PRAMEF30P	0
HNRNPCL1	0
PRAMEF2	0
PRAMEF4	0
PRAMEF10	5
PRAMEF7	0
RNU6-1072P	0
PRAMEF29P	0
PRAMEF6	0
PRAMEF28P	0
PRAMEF27	8
HNRNPCL3	0
PRAMEF25	0
PRAMEF34P	0
PRAMEF35P	0
HNRNPCL2	6
PRAMEF36P	0
ENSG00000233336	0
PRAMEF26	0
HNRNPCL4	0
PRAMEF9	0
PRAMEF13	0
PRAMEF18	0
PRAMEF31P	0
PRAMEF5	0
PRAMEF32P	0
RNU6-771P	0
PRAMEF8	0
PRAMEF33	0
PRAMEF15	0
ENSG00000228229	0
PRAMEF14	0
PRAMEF19	0
PRAMEF17	16
PRAMEF20	0
LRRC38	0
ENSG00000259961	7
BRWD1P1	0
PDPN	31
RNA5SP41	0
ENSG00000237445	0
ENSG00000253085	0
PRDM2	1578
ENSG00000289380	0
KAZN	52
RNU6-1265P	0
ENSG00000231606	10
KAZN-AS1	20
TBCAP2	0
ENSG00000287756	17
TMEM51-AS1	23
TMEM51	6
TMEM51-AS2	6
MFFP1	0
ZBTB2P1	17
FHAD1	98
FHAD1-AS1	3
ENSG00000236045	0
EFHD2-AS1	16
EFHD2	2553
CTRC	5
CELA2A	3
CELA2B	0
CASP9	98
DNAJC16	262
SCARNA21B	0
ENSG00000272510	0
AGMAT	61
ENSG00000237301	21
CHCHD2P6	5
RNU7-179P	0
CD24P1	0
DDI2	828
RSC1A1	0
ENSG00000271742	0
PLEKHM2	327
ENSG00000237938	0
SLC25A34	0
SLC25A34-AS1	0
TMEM82	0
FBLIM1	27
RPL12P14	1
UQCRHL	68
ENSG00000178715	3
FLJ37453	27
SPEN	1315
ENSG00000270620	0
ZBTB17	159
ENSG00000234607	2
ENSG00000231353	0
ENSG00000275503	0
TBC1D3P6	0
SRARP	1
ENSG00000233078	0
HSPB7	54
CLCNKA	6
ENSG00000232456	10
CLCNKB	2
FAM131C	0
EPHA2	9
EPHA2-AS1	33
ENSG00000224621	11
ARHGEF19-AS1	0
ARHGEF19	15
ANO7L1	5
ENSG00000288398	16
CPLANE2	73
MT1XP1	0
FBXO42	208
SZRD1	583
RPL22P3	13
SPATA21	11
NECAP2	966
LINC01772	0
CROCCP3	32
RNU1-1	2
ENSG00000261135	0
ENSG00000285853	0
ENSG00000224174	0
LINC01783	12
RNU1-6P	0
PDE4DIPP8	0
NBPF1	261
ENSG00000271732	52
CROCCP2	175
ENSG00000283773	0
MST1P2	0
ENSG00000282143	0
RNU1-3	10
ENSG00000280114	0
EIF1AXP1	11
ESPNP	0
ENSG00000279151	0
ENSG00000282740	0
CROCC	126
CROCCP4	0
RNU1-4	12
MST1L	0
ENSG00000223643	0
PDE4DIPP9	0
MIR3675	0
ENSG00000228549	37
RNU1-5P	0
ENSG00000238142	5
ENSG00000235241	0
RNU1-2	1
ENSG00000272426	0
MFAP2	3
ENSG00000286898	0
ENSG00000226526	0
ATP13A2	30
ENSG00000288636	0
SDHB	555
PADI2	110
LINC02783	0
ENSG00000282843	0
PADI1	7
PADI3	0
MIR3972	0
PADI4	294
PADI6	0
RCC2-AS1	0
RCC2	809
ARHGEF10L	41
LINC02810	0
ACTL8	1
ENSG00000284653	7
LINC01654	14
IGSF21	3
ENSG00000280222	15
IGSF21-AS1	0
ENSG00000225387	0
KLHDC7A	0
DYNLL1P3	0
ENSG00000225478	0
PAX7	2
TAS1R2	6
ALDH4A1	33
MIR4695	0
MIR1290	0
IFFO2	173
ENSG00000272084	13
UBR4	1157
EMC1-AS1	16
EMC1	90
MRTO4	162
ENSG00000286064	0
AKR7L	0
AKR7A3	18
ENSG00000270728	0
AKR7A2	186
RNU6-1099P	0
SLC66A1	32
CAPZB	2643
RN7SL277P	2
MICOS10	263
RNU4-28P	6
MICOS10-DT	0
NBL1	10
MICOS10-NBL1	0
ENSG00000226396	4
HTR6	0
TMCO4	134
RNF186	0
RNF186-AS1	0
OTUD3	128
PLA2G2E	0
RN7SL304P	0
PLA2G2A	0
PLA2G5	23
PLA2G2D	4
PLA2G2F	1
ENSG00000227066	29
PLA2G2C	6
UBXN10	33
LINC01757	11
ENSG00000284710	31
VWA5B1	50
ENSG00000226664	0
LINC01141	23
ENSG00000226487	2
ENSG00000284641	18
ENSG00000284743	0
CAMK2N1	8
ENSG00000289402	21
MUL1	28
RPS4XP4	0
FAM43B	2
CDA	101
PINK1	114
MIR6084	0
PINK1-AS	2
DDOST	231
KIF17	14
ENSG00000235432	0
SH2D5	4
ENSG00000233069	2
HP1BP3	1653
EIF4G3	2095
RNU7-200P	0
MIR1256	0
RPS15AP6	0
ENSG00000236073	0
HSPE1P27	1
ENSG00000287192	0
ECE1	244
ENSG00000236936	43
ECE1-AS1	4
PPP1R11P1	0
PDE4DIPP10	7
ENSG00000236009	0
NBPF2P	3
HS6ST1P1	2
CROCCP5	0
NBPF3	39
PFN1P10	0
ALPL	20
ENSG00000289715	0
LINC02596	0
RAP1GAP	17
USP48	1314
ENSG00000231978	0
LDLRAD2	0
HSPG2	87
ENSG00000232037	1
ENSG00000283234	0
CELA3B	0
ENSG00000285959	0
RN7SL386P	0
RNU6-1022P	0
CELA3A	30
RN7SL186P	16
RNU6-776P	0
LINC01635	5
LINC00339	8
ENSG00000289694	0
CDC42-AS1	0
ENSG00000285794	0
CDC42	94
CDC42-IT1	0
MPHOSPH6P1	0
WNT4	21
ENSG00000285873	0
MIR4418	0
PPIAP34	0
ENSG00000279625	6
ZBTB40	252
ZBTB40-IT1	2
EPHA8	14
MIR6127	0
C1QA	32
ENSG00000289692	0
C1QC	47
C1QB	42
EPHB2	25
MIR4684	0
ENSG00000225952	5
MIR4253	0
LACTBL1	0
TEX46	0
KDM1A	1164
ENSG00000240553	0
MIR3115	0
ENSG00000266802	0
LUZP1	350
ENSG00000229010	0
RNU6-514P	0
RNU6-135P	0
ENSG00000289014	0
HTR1D	23
ENSG00000215381	0
LINC01355	6
ENSG00000284726	6
HNRNPR	1791
ZNF436	98
ZNF436-AS1	4
ENSG00000271420	6
TCEA3	126
ENSG00000232482	0
ASAP3	5
E2F2	179
ENSG00000235052	0
ID3	62
ENSG00000285802	5
MDS2	30
ENSG00000229239	5
RPL11	19235
ELOA-AS1	0
ELOA	402
PITHD1	777
LYPLA2	129
GALE	24
HMGCL	196
FUCA1	33
CNR2	128
BTBD6P1	0
ENSG00000232557	0
MIR378F	0
H3P1	0
PNRC2	1799
SRSF10	944
ENSG00000215905	0
ENSG00000225315	0
MYOM3	44
MYOM3-AS1	0
IL22RA1	0
IFNLR1	60
GRHL3	12
LINC02800	0
GRHL3-AS1	0
STPG1	32
NIPAL3	266
ENSG00000288982	0
RCAN3AS	0
RCAN3	718
NCMAP-DT	0
NCMAP	0
ENSG00000227312	17
SRRM1	2682
ENSG00000284699	0
CLIC4	1121
RNU6-1208P	0
RUNX3	1168
MIR6731	0
RUNX3-AS1	0
ENSG00000261025	20
MIR4425	0
LINC02793	0
ENSG00000233755	4
IFITM3P7	6
ENSG00000231953	7
SYF2	2814
ENSG00000284602	1
ENSG00000284657	0
RSRP1	245
ENSG00000272432	0
ENSG00000261349	2
RHD	89
SDHDP6	0
ENSG00000259984	0
TMEM50A	565
RHCE	97
ENSG00000238084	0
MACO1	563
LDLRAP1	482
ENSG00000225643	0
MAN1C1	65
ENSG00000233478	6
SELENON	67
ENSG00000255054	0
ENSG00000228172	0
MTFR1L	93
ENSG00000272478	0
AUNIP	1
ENSG00000236528	0
PAQR7	92
STMN1	334
SNRPFP2	0
ENSG00000223624	0
MIR3917	0
PAFAH2	172
RNU6-110P	0
ENSG00000252190	0
ENSG00000252691	0
EXTL1	4
SLC30A2	3
ENSG00000284309	0
TRIM63	0
PDIK1L	104
FAM110D	17
C1orf232	1
ZNF593OS	0
ZNF593	0
CNKSR1	0
CATSPER4	0
ZPLD2P	29
ENSG00000278572	0
CEP85	131
ENSG00000270733	7
SH3BGRL3	7178
UBXN11	158
CD52	1985
CRYBG2	9
ENSG00000225854	1
ZNF683	34
LIN28A	5
DHDDS	245
ENSG00000223583	1
DHDDS-AS1	13
HMGN2	1535
DPPA2P2	0
RPS6KA1	536
MIR1976	0
RN7SL679P	0
RNU7-29P	0
ENSG00000289452	0
ENSG00000229247	0
ENSG00000238316	0
ENSG00000235069	0
ENSG00000260063	0
ARID1A	2284
PIGV	33
RN7SL165P	0
ENSG00000287810	0
ZDHHC18	115
SFN	0
GPN2	159
ENSG00000226698	0
ENSG00000289554	0
GPATCH3	140
NUDC	1807
NR0B2	0
KDF1	0
RPL12P13	0
RPL32P6	0
OSTCP2	0
TRNP1	15
TENT5B	4
SLC9A1	259
ENSG00000229985	0
CHCHD3P3	18
NPM1P39	25
SNRPEP7	0
WDTC1-DT	0
WDTC1	557
ENSG00000243659	4
TMEM222	38
RNU6-48P	0
ACTG1P20	0
SYTL1	261
MAP3K6	62
FCN3	13
CD164L2	0
ENSG00000231207	0
GPR3	13
WASF2	2057
ENSG00000241169	0
ENSG00000237429	0
AHDC1	198
FGR	723
ENSG00000235912	1
LINC02574	0
IFI6	4
ENSG00000225886	5
RNU6-949P	0
CHMP1AP1	0
RNU6-424P	0
ENSG00000287244	0
FAM76A	197
ENSG00000231344	0
RPEP3	0
STX12	413
ENSG00000269971	0
ENSG00000270031	0
RNU6-1245P	0
ENSG00000286433	18
PPP1R8	414
SCARNA1	27
THEMIS2	623
RPA2	467
SMPDL3B	19
ENSG00000227050	0
XKR8	42
EYA3	270
ENSG00000238231	0
RN7SL559P	0
SPCS2P4	1
ENSG00000228943	0
ENSG00000289576	1
ENSG00000214812	0
RNU6-176P	0
PTAFR	71
DNAJC8	1346
ATP5IF1	1609
ENSG00000270605	0
ENSG00000271398	1
SESN2	19
MED18	62
PHACTR4	648
ENSG00000229820	0
RNU6ATAC27P	0
RCC1	102
SNHG3	24
SNORA73A	0
SNORA73B	151
PRDX3P2	1
ENSG00000279443	2
TRNAU1AP	81
SNHG12	178
SNORD99	0
SNORA61	0
SNORA44	0
SNORA16A	0
TAF12	294
RAB42	10
TAF12-DT	0
ENSG00000270103	0
RNU11	0
GMEB1	231
ENSG00000252777	0
ENSG00000289291	0
YTHDF2	382
OPRD1	11
ENSG00000233427	5
EPB41	8079
ENSG00000225616	44
Metazoa_SRP	155
TMEM200B	4
ENSG00000225750	1
SRSF4	1788
ENSG00000277916	0
MECR	26
ENSG00000237934	0
PTPRU	24
LINC01756	1
ENSG00000225011	0
ENSG00000228176	0
ENSG00000284676	1
ENSG00000270927	0
LINC01648	6
ENSG00000233372	0
ENSG00000231251	0
ENSG00000236335	50
ENSG00000231949	0
ENSG00000289710	0
MATN1	27
MATN1-AS1	0
ENSG00000287510	0
LAPTM5	2411
MIR4420	0
ENSG00000229607	0
LINC01778	12
RN7SKP91	0
ENSG00000235143	0
SDC3	18
RN7SL371P	0
PUM1	860
ENSG00000237329	0
ENSG00000232768	0
SELENOWP1	0
ENSG00000225142	0
NKAIN1	0
SNRNP40	501
ENSG00000229447	0
ZCCHC17	868
ENSG00000229044	0
FABP3	28
SERINC2	11
ENSG00000215899	0
RNU6-40P	0
LDC1P	23
LINC01226	15
ENSG00000229167	0
TINAGL1	32
HCRTR1	0
PEF1	248
PEF1-AS1	16
ENSG00000264078	0
COL16A1	19
ADGRB2	35
MIR4254	0
ENSG00000254545	8
SPOCD1	45
ENSG00000203620	12
ENSG00000269967	0
PTP4A2	4635
ENSG00000288678	0
ENSG00000228634	3
ENSG00000284702	0
KHDRBS1	1869
ENSG00000203325	2
TMEM39B	147
MIR5585	0
KPNA6	495
ENSG00000250135	0
TXLNA	543
CCDC28B	74
ENSG00000224066	0
IQCC	2
DCDC2B	22
TMEM234	23
EIF3I	617
MTMR9LP	18
FAM167B	19
LCK	713
HDAC1	687
MARCKSL1	692
ENSG00000233775	0
TSSK3	0
FAM229A	6
BSDC1	521
GAPDHP20	0
ENSG00000270850	0
LRRC37A12P	0
RN7SL122P	0
ENSG00000254553	0
ZBTB8B	4
ZBTB8A	9
ZBTB8OS	456
RBBP4	925
SYNC	10
ENSG00000224409	0
KIAA1522	10
YARS1	559
S100PBP	201
FNDC5	9
HPCA	0
TMEM54	4
ENSG00000287691	0
RNF19B	276
ENSG00000278966	13
ENSG00000217644	1
ENSG00000239670	0
ENSG00000236065	0
AK2	513
AZIN2	7
ENSG00000278997	1
TRIM62	51
ENSG00000279179	0
ENSG00000284721	6
ZNF362	278
ENSG00000270115	0
A3GALT2	0
ENSG00000225313	0
PHC2	338
MIR3605	0
RN7SKP16	0
PHC2-AS1	0
TLR12P	17
ZSCAN20	61
ENSG00000235907	1
CSMD2	41
HSPD1P14	14
HMGB4	8
CSMD2-AS1	0
RNA5SP42	4
C1orf94	5
ENSG00000270241	0
ENSG00000287703	6
MIR552	0
SMIM12	121
GJB5	1
GJB4	0
ENSG00000255811	0
GJB3	1
GJA4	20
ENSG00000230163	0
DLGAP3	29
ENSG00000284773	0
GPR199P	0
ENSG00000271741	0
TMEM35B	0
ZMYM6	53
ZMYM1	98
RPL12P45	0
EFCAB14P1	0
ENSG00000284640	0
SFPQ	2828
ZMYM4	820
RN7SL503P	0
SNORA62	0
RPL5P4	45
ZMYM4-AS1	15
KIAA0319L	176
ENSG00000236274	7
NCDN	59
TFAP2E-AS1	28
TFAP2E	5
PSMB2	247
C1orf216	94
CLSPN	121
ENSG00000232335	0
AGO4	582
AGO1	869
CFAP97P1	0
ENSG00000286899	0
ENSG00000271914	0
AGO3	204
ENSG00000271554	0
ENSG00000232862	0
TEKT2	0
ADPRS	33
COL8A2	0
TRAPPC3	247
MAP7D1	664
RN7SL131P	0
THRAP3	3286
UBE2V2P4	0
SH3D21	10
EVA1B	0
ENSG00000286379	38
STK40	1212
LSM10	190
RNU4-27P	0
OSCP1	1
SNORA63C	0
MRPS15	506
CSF3R	168
FTLP18	9
ENSG00000284705	37
ENSG00000284720	2
ENSG00000234481	0
GRIK3	0
ENSG00000284650	0
ENSG00000223944	10
MIR4255	0
RNU6-636P	0
RNA5SP43	0
RPS29P6	0
ZC3H12A-DT	37
ZC3H12A	121
MIR6732	0
MEAF6	534
MIR5581	0
SNIP1	219
FTH1P1	0
ENSG00000237749	6
DNALI1	12
GNL2	508
ENSG00000284748	0
RSPO1	9
C1orf109	107
CDCA8	95
EPHA10	56
ACTN4P2	25
ENSG00000227416	0
