Geneid	/mnt/efs/clusterfcs/data/tfm-esther/results/procesado-3/duplicates/PP091_sorted_q10_mrkDup.bam
DDX11L1	3
WASH7P	0
MIR6859-1	0
MIR1302-2HG	0
MIR1302-2	0
FAM138A	0
OR4G4P	0
OR4G11P	0
OR4F5	0
ENSG00000238009	0
ENSG00000239945	0
CICP27	0
ENSG00000268903	0
ENSG00000269981	1
ENSG00000239906	0
ENSG00000241860	0
RNU6-1100P	0
ENSG00000241599	0
DDX11L17	7
WASH9P	0
MIR6859-2	0
ENSG00000228463	4
ENSG00000286448	0
RPL23AP24	0
ENSG00000236601	0
ENSG00000237094	5
WBP1LP7	0
OR4F29	0
CICP7	0
ENSG00000250575	0
U6	6
ENSG00000230021	3
ENSG00000235146	0
MTND1P23	14
MTND2P28	540
MTCO1P12	255
ENSG00000278791	0
MTCO2P12	5
MTATP8P1	1
MTATP6P1	1985
MTCO3P12	13
WBP1LP6	0
OR4F16	0
CICP3	0
ENSG00000228327	0
RNU6-1199P	0
ENSG00000229905	0
LINC01409	0
ENSG00000285268	0
ENSG00000230092	68
FAM87B	1
LINC01128	25
LINC00115	3
ENSG00000288531	7
FAM41C	5
TUBB8P11	0
ENSG00000283040	0
ENSG00000272438	1
ENSG00000230699	3
ENSG00000241180	0
LINC02593	0
SAMD11	1
NOC2L	54
KLHL17	0
PLEKHN1	5
PERM1	0
ENSG00000272512	0
HES4	2
ISG15	35
ENSG00000231702	0
ENSG00000224969	0
AGRN	4
ENSG00000242590	0
ENSG00000217801	0
ENSG00000273443	0
RNF223	0
C1orf159	0
ENSG00000285812	1
LINC01342	0
MIR200B	0
MIR200A	0
MIR429	0
ENSG00000272141	0
TTLL10-AS1	0
TTLL10	1
TNFRSF18	0
TNFRSF4	0
SDF4	116
B3GALT6	3
C1QTNF12	0
ENSG00000260179	0
UBE2J2	50
LINC01786	0
SCNN1D	0
ACAP3	26
MIR6726	0
PUSL1	2
INTS11	57
MIR6727	0
ENSG00000240731	0
CPTP	8
TAS1R3	0
DVL1	8
MIR6808	0
MXRA8	0
AURKAIP1	60
NDUFB4P8	0
CCNL2	4
MRPL20-AS1	9
MRPL20	66
RN7SL657P	0
MRPL20-DT	0
ANKRD65	0
ANKRD65-AS1	0
TMEM88B	1
LINC01770	0
VWA1	3
ATAD3C	8
ATAD3B	3
ENSG00000284740	0
ATAD3A	15
TMEM240	0
SSU72	213
ENSG00000215014	0
ENSG00000274481	0
FNDC10	18
ENSG00000286989	0
ENSG00000272106	12
MIB2	8
MMP23B	0
CDK11B	187
ENSG00000272004	0
SLC35E2B	18
ENSG00000269737	0
MMP23A	0
CDK11A	4
ENSG00000268575	0
ENSG00000227775	10
SLC35E2A	2
NADK	131
GNB1	1234
GNB1-DT	4
CALML6	0
TMEM52	0
CFAP74	4
ENSG00000233542	0
GABRD	5
PRKCZ-DT	0
PRKCZ	5
ENSG00000271806	0
PRKCZ-AS1	0
FAAP20	63
ENSG00000234396	0
SKI	107
ENSG00000287356	2
MORN1	12
ENSG00000272161	0
ENSG00000269896	0
ENSG00000272420	0
RER1	9
PEX10	9
PLCH2	6
ENSG00000224387	0
ENSG00000229393	0
PANK4	26
HES5	0
ENSG00000272449	3
TNFRSF14-AS1	0
TNFRSF14	125
ENSG00000225931	5
ENSG00000228037	1
ENSG00000289610	0
PRXL2B	12
MMEL1	1
MMEL1-AS1	0
TTC34	2
ENSG00000285945	0
ENSG00000283259	0
ENSG00000233234	0
ENSG00000287396	0
ENSG00000231630	0
ENSG00000284745	0
ACTRT2	0
